rating,reviews,company,province,parsed_date,processed_reviews
1,"cak mano ko, pake with delivery courir dari pagi. la ditunggu sampe sore idak pulo sampai2, alangke luas bengkulu ko caknyo. padahal rumah ditengah kota cak nunggu rejeki datang bae, ujung2nyo kelak besok besok diantarkan apo salahnyo telfon diangkat biar aku betanyo lemak demtu pacak aku ngambik dewek ke gudang.",JNE,Bengkulu,2021-01-20,di mana kurir kirim pagi tunggu sore kunjung alangke lebar bengkulu ko caknyo rumah kota nunggu rejeki bae ujung nyo besok antar telpon angkat gendut demtu pacak bawa gudang
5,"JNE pusat, bisa pembayaran melalui Dana, Gopay, & OVO, banyak cashback nya.",JNE,Bengkulu,2021-01-20,jne pusat bayar dana gopay ovo cashback nya
1,"Kurir GK jelas bnyak alasan, klo GK mau jadi kurir lagi mending berhenti aja klo niat kerja GK gtu cara kerjanya mending cari kerja lain kurir atas nama Firmansyah kurir GK becus",JNE,Bengkulu,2021-01-20,kurir gk bnyak alas klo gk kurir mending henti klo niat kerja gk gtu kerja mending cari kerja kurir nama firmansyah kurir gk becus
1,"Saya kecewa sekali pelayanan JNE ini. Paket sudah sampai tapi susah sekali mau antar, padahal satu kota dan saya hanya di rawa makmur. BAD SERVICE 👎👎👎👎 …",JNE,Bengkulu,2021-01-20,kecewa layan jne paket susah kota rawa makmur bad service
1,"udah 7 hari paket ga sampai padahal dari jkt ke bengkulu doang ga tau orang butuh tu barang buat jualan, pas di cek resi keterangan nya transit mulu aneh dah",JNE,Bengkulu,2021-01-20,paket belum jkt bengkulu butuh jual cek resi informasi transit aneh
1,KETERANGAN REG ESTIMAS 2 DAY SAMPAI SETELAH 5 DAY GA SAMPAI2 SETIAP UPDATE RESI SETIAP GATWEY TIDAK ADA PERGERAKAN SAMA SEKALI. TANAMAN YG DI KIRIM MATI KARNA LALAI WAKTU. …,JNE,Bengkulu,2021-01-20,terang reg estimas day day tidak update resi gatwey tidak gera tanam yg kirim mati karna lalai waktu
5,Jasa kurir paling terpercaya saat ini di Indonesia terutama di kota Bengkulu. Lokasi yang strategis dengan arus lalu lintas kendaraan tidak terlalu padat. Membuat semua orang lebih mudah menemukan tempat ini,JNE,Bengkulu,2021-01-20,jasa kurir percaya indonesia kota bengkulu lokasi strategis arus lintas kendara tidak padat orang mudah temu
1,Pelayanan buruk pengiriman lama enak pakai jasa lain aja la kalok mau menggunakan jasa lagi,JNE,Bengkulu,2021-01-20,layan buruk kirim lama enak pakai jasa la kalok jasa
2,"kecewa kali ini sama jne, trutama yg mobil. paket tas saya ada 6, yg diantar baru 5 tapi status resi untuk tas yg blm sya terima barang sudah diantar/diterima. tolong dong antar hak  saya",JNE,Bengkulu,2021-01-20,kecewa kali jne trutama yg mobil paket tas yg antar status resi tas yg blm sya terima barang antar terima tolong  hak
4,Harus nya kirim barang k kabupaten yg di prov bengkulu..bsa estimsi sehari..karna ad juga pelanggan yg kiirim masakan,JNE,Bengkulu,2021-01-20,nya kirim barang k kabupaten yg prov bengkulu bsa estimsi hari karna ad langgan yg kiirim masakan
4,M'f sya minta tolong paket saya diantar ke alamat ya. Ini paket JNE yg ke 2 jd Jangan nyasar lg ya. Klw bisa bsok sudah sampai rmh. tu barang dagangan saya Udah di tanyain sama pembelinya. Saya yakin JNE bisa diandalkan. Mohon kerjasamanya ya mas/mbak'. Trimakasih..🙂 …,JNE,Bengkulu,2021-01-20,m  f sya tolong paket antar alamat ya paket jne yg jd jangan nyasar lg ya klw bsok rmh tu barang dagang tanyain bel jne andal mohon kerjasamanya ya mas mbak  trimakasih
1,"JNE belakangan ini sangat lalai sama pengiriman nya .
udah 5tahun langganan , akhir -akhir ini paket dibawa keliling hingga 1 minggu, mohon adanya Evaluasi Kurir jne yang punya tugas ngirim itu di perbaiki .
Tolong dong antar HAK saya",JNE,Bengkulu,2021-01-20,jne lalai kirim nya langgan paket bawa keliling minggu mohon evaluasi kurir jne tugas ngirim baik tolong  hak
1,Percuma narok no HP di paket..ngomong org ybs tidak dikenal tp dk pernah hubungi penerima paket padahal no. HP ada kenapa ga di tlp.tidak jelas kurir nya,JNE,Bengkulu,2021-01-20,narok no hp paket ngomong org ybs tidak kenal tp dk hubung terima paket no hp tidak tlp tidak kurir nya
1,"Paket saya dari tanggal 21 sampai sekarang nyangkut dimana? Saya harus komplain kemana? Jne sini lah yang saya komplain, orang dari jne semarang, jakarta udah lewat. Ga mungkin saya komplain ke jne pusat.. Kurang tenaga kerja atau malas ngantar?",JNE,Bengkulu,2021-01-20,paket tanggal nyangkut di mana komplain mana jne  komplain orang jne semarang jakarta tidak komplain jne pusat tenaga kerja malas ngantar
1,"Saya pesan barang dari tanggal 23 sampai kini gak nyampek2 nelpon Enggal , ngasi kabar enggak pas di tanya di kantor JNE nya , paket di kirim ke cabang benteng , gimana pertanggu jawaban nya ?",JNE,Bengkulu,2021-01-20,pesan barang tanggal tidak nyampek nelpon enggal ngasi kabar tidak pas kantor jne nya paket kirim cabang benteng gimana pertanggu nya
5,"Belum pernah kesini sih, cuma merasakan kualitas layanan customer service nya, kalo pelayanan csnya aja sebaik itu, apalagi pelayanan yg lgsg di lapangan, maju trs buat JNE",JNE,Bengkulu,2021-01-20,belum kesini sih rasa kualitas layan customer service nya layan csnya layan yg lgsg lapang maju trs jne
5,"Pusat pengiriman barang antar kota dan antar provinsi yang sangat care dengan barang paketan. Jangan ragu untuk mengirim barang melalui JNE. Karena sudah teruji akan kinerja, ketepatan, serta kecepatan dari kurir yang satu ini",JNE,Bengkulu,2021-01-20,pusat kirim barang kota provinsi care barang paket jangan ragu kirim barang jne uji kerja tepat cepat kurir
1,"Tolonglah kalo ngantar barang, kalo nggak tau alamatnya di telpon dulu atau tanya dengan orang sekitar. Ekspedisi lain bisa sampai kenapa ekspedisi ini tidak. Udah seminggu lebih di tungguin.",JNE,Bengkulu,2021-01-20,tolong ngantar barang tidak alamat telpon orang ekspedisi ekspedisi tidak minggu tungguin
3,"sekarng saya sering ksl kpd jne,pengiriman barang selalu lama trkdg shrsny smpai di bwh tnggal 20,nympainy udh tanggal 20keatas..skrng jne cara knerjanya udh kala sma j&t...j&t sekarang cpt trs pengirimanny",JNE,Bengkulu,2021-01-20,sekarng ksl kpd jne kirim barang lama trkdg shrsny smpai bwh tnggal nympainy udh tanggal atas skrng jne knerjanya udh sma j t j t cpt trs pengirimanny
1,"Pelayanan kurir kurang memuaskan karena dia mengatakan alamat tidak lengkap.
saya menggunakan alamat ini di ekspedisi lain sampai dengan tepat waktu dan saat menggunakan JNE barang tidak sampai tepat waktu",JNE,Bengkulu,2021-01-20,layan kurir muas alamat tidak lengkap alamat ekspedisi tepat waktu jne barang tidak tepat waktu
4,"Masih menjadi pilihan terbaik untuk soal pengiriman paket, pelayanan di tingkatkan lagi dan dipertahankan",JNE,Bengkulu,2021-01-20,pilih baik kirim paket layan tingkat tahan
4,"Makin banyak yang menggunakan jasa pengiriman ini, pelayanannya termasuk baik, Cuma kalau bisa biaya pengiriman jangan mahal-mahal lah, he3x",JNE,Bengkulu,2021-01-20,jasa kirim layan biaya kirim jangan mahal mahal  he x
1,"Pengiriman lama padahal Sudah Di JNE Bengkulu,udah dalam perjalanan kurir JNE  dri tanggal 4 Belum Sampai²!!!👎👎 …",JNE,Bengkulu,2021-01-20,kirim lama jne bengkulu jalan kurir jne dri tanggal belum
5,JNE memang bagus pelayanannya. Rekomended bangt untuk pengiriminan cepat. Terima kasih juga buat bang kurirnya karena di hari libur masih sempat antar pengiriman sampe ke rumah,JNE,Bengkulu,2021-01-20,jne bagus layan rekomended bangt pengiriminan cepat terima kasih bang kurir libur kirim sampe rumah
2,Maaf barang pesanan saya kok belum dikirim ke pondok suguh kab Mukomuko ya padahal kiriman sudah nyampe di bgkulu jam 12.26 tgl 28 maret 2019. Tolong dikirim secepatnya karena dibutuhkan dg segera,JNE,Bengkulu,2021-01-20,maaf barang pesan belum kirim pondok suguh kab mukomuko ya kirim nyampe bgkulu jam tgl maret tolong kirim cepat butuh dg
1,pelayanan pengantaran paket kurang bagus menitipkan paket sama tetangga sekitar tanpa konfirmasi terlebih dahulu sama pemilik paket nya.,JNE,Bengkulu,2021-01-20,layan antar paket bagus titip paket tetangga konfirmasi milik paket nya
5,Mau tanya apa ada nomor contact WA cs jne bengkulu,JNE,Bengkulu,2021-01-20,nomor contact wa cs jne bengkulu
4,"Tempatnya berada tepat di samping jalan besar sehingga langsung bisa terlihat oleh mata. Area parkirannya cukup kecil, petugasnya ramah dan ruangannya bersih.",JNE,Bengkulu,2021-01-20,tempat tepat samping jalan langsung mata area parkir tugas ramah ruang bersih
5,"Pelayanan kurirnya bagus, yg di kantor malah bikin kesal..cuek kayak bebek, mau rasanya saya bikin bebek geprek!",JNE,Bengkulu,2021-01-20,layan kurir bagus yg kantor bikin kesal cuek bebek bikin bebek geprek
1,"Paket kurang satu, udah 5 hari gak sampai, katanya masih dalam perjalanan, padahal cuma dari palembang ke bengkulu",JNE,Bengkulu,2021-01-20,paket tidak jalan palembang bengkulu
1,"Pengiriman expres 2 hari tujuan bengkulu kok jadinya reguler ya, tidak update tidak ada info dari kurir juga, tlg lebih profesional dan responsif",JNE,Bengkulu,2021-01-20,kirim expres tuju bengkulu reguler ya tidak update tidak info kurir tlg profesional responsif
1,"Kenapa paket yg seharusnya dikirim ke penarik malah di input alamat tidak lengkap di jne bengkulu . Seharusnya kan di kirim dulu ke jne penarik . Bukan ditahan di bngkulu . Udh di hubungi pun gak diangkat"" .",JNE,Bengkulu,2021-01-20,paket yg kirim tarik input alamat tidak lengkap jne bengkulu kirim jne tarik tahan bngkulu udh hubung tidak angkat
1,Katanya 3 hari nyata nya barang ampe skrg status masih di tempat asal kalo ditanya cuma bisa bilang masih on proses,JNE,Bengkulu,2021-01-20,barang status asli bilang proses
2,Pelayanan mba mba nya ga ramah,JNE,Bengkulu,2021-01-20,layan mba mba nya tidak ramah
1,Tolong dong..jangan lama2 .sudah 4 hari yang lalu. barang sudah di bengkulu..sampai kini belum diantar.. Kecewa saya sama JNE,JNE,Bengkulu,2021-01-20,tolong  jangan lama barang bengkulu belum antar kecewa jne
1,"2 kali ngirim melalui JNE barang tidak pernah di antar,,khusus area bengkulu,,slalu di suruh ngambil di kantor..pelayanan yg buruk JNE BENGKULU.",JNE,Bengkulu,2021-01-20,kali ngirim jne barang tidak khusus area bengkulu slalu suruh ngambil kantor layan yg buruk jne bengkulu
3,Status resi sudah nyampai kota tujuan dari tgl 13 ... Hingga tgl 16 pagi pun paket blm juga dikirim² ke alamat penerima ... Iki piyeee ?? 🙄 …,JNE,Bengkulu,2021-01-20,status resi nyampai kota tuju tgl tgl pagi paket blm kirim alamat terima piye
5,"Pelayanan Ramah, petugas memberikan info terkait biaya pengiriman barang return ditanggung penjual",JNE,Bengkulu,2021-01-20,layan ramah tugas info kait biaya kirim barang return tanggung jual
4,jne Bengkulu berada di skip. bila ingin mengurim barang bisa menayakan langsubg sesuao tujuan kita akan dilayani oleh spg yg ramah,JNE,Bengkulu,2021-01-20,jne bengkulu skip mengurim barang menayakan langsubg sesuao tuju layan spg yg ramah
1,"Tlong Konfirmasinya :order tgl 01/07/17 -04/07/17 sdh smpai tujuan sbnrnya ,smpe skrgg barang yg d pesan blm d terima sama saya? Apakah ke tahan d JNE BENGKULU SKIP? KLO EMG SYA JEMPUT KESANA ,,UDH D TUNGGU2 BELUM JGA SMPAII ,SAYA CEK NO …",JNE,Bengkulu,2021-01-20,tlong konfirmasi order tgl sdh smpai tuju sbnrnya smpe skrgg barang yg d pesan blm d terima tahan d jne bengkulu skip klo emg sya jemput kesana udh d tunggu belum jga smpaii cek no
1,"Jne gak bagus lagi, pesanan saya udah 2 hari gak di antar. padahal mobil nya lewat depan rumah, di tanya ke kantor katanya karna prioritas nya yg YES",JNE,Bengkulu,2021-01-20,jne tidak bagus pesan tidak mobil nya rumah kantor karna prioritas nya yg yes
1,Apaan pesenan gua mentang pack nya kecil nggak di anterin ke rumah alasannya alamat nya kurang lenggkap padahal kurir jne dua hari yang lalu baru aja nganterin pesanan gua kesel banget gua dasar pemalas,JNE,Bengkulu,2021-01-20,pesan paket tidak rumah alamat tidak lengkap kurir antar pesan kesal banget malas
1,"Telponnya rusak, ga diangkat angkat walaupun nyambung",JNE,Bengkulu,2021-01-20,telpon rusak tidak angkat angkat nyambung
2,"Sebaiknya hindari pengiriman mendekati libur panjang.. apalagi lebaran, jasa pengiriman yg biasa bagus seperti ini pun bakalan semrawut..",JNE,Bengkulu,2021-01-20,hindar kirim dekat libur lebaran jasa kirim yg bagus semrawut
5,Disini kita bisa mengirim barang dengan cepat dan gak ribet. Pelayanan ny jga sangat baik.,JNE,Bengkulu,2021-01-20,kirim barang cepat tidak ribet layan ny jga
1,"kenapa alamat saya ngak lengkap? dan kurirnya ngak ada nelpon atau sms

padahal pakai j&t dengan alamat yg sama . paket saya sampai",JNE,Bengkulu,2021-01-20,alamat ngak lengkap kurir ngak nelpon sms pakai j t alamat yg paket
1,"Kurang memuaskan JNE skrang.
Lelet dan tidak sesuai.
Saya ambil paket yes 1hari. …",JNE,Bengkulu,2021-01-20,muas jne skrang lelet tidak sesuai ambil paket yes
1,Gua disuruh ngambil sendiri paketnya. Apa jne dipusat kota bengkulu ini ga punya kurir antar ? Sama aja kayak di kampung dong. Sama aja nih kayak gua pesan di desa gua,JNE,Bengkulu,2021-01-20,suruh ambil paket pusat bengkulu tidak kurir hal desa pesan desa
1,LAYANAN ANDA JELEK. BAYAR MAHAL GA SETARA SAMA PELAYANAN. GA SESUAI STANDAR. LAMA BANGET. GA ADA KONFIRMASI APAPUN . SAYA SUDAH LEBIH DARI 3 KALI TELPON ANDA. KENAPA GA DARI PIHAK ANDA YG URUS. KAN ADA NOMOR SAYA DI KETERNAGAN. PERCUMA SAYA …,JNE,Bengkulu,2021-01-20,layan jelek bayar mahal tidak tara layan tidak sesuai standar lama banget tidak konfirmasi apa kali telpon tidak yg urus nomor keternagan
3,"Pak atau ibu,paket saya atas nama Muhammad.Syawal.Pratama.Putra sudah sampai belum di kantor JNE Bengkulu.mohon pemberitahuan nya",JNE,Bengkulu,2021-01-20,paket nama muhammad syawal pratama putra belum kantor jne bengkulu mohon pemberitahuan nya
1,"EKSPEDISI PALING LAMA,DI CEK JUGA DETAILNYA GX LENGKAP. GAK REKOMENDASI POKOKNYA!!!!",JNE,Bengkulu,2021-01-20,ekspedisi lama cek detail gx lengkap tidak rekomendasi pokok
1,"Estimasi pesanan saya sampai tanggal 24 trus diperbarui akan sampai tanggal 26 trus diperbarui lagi akan sampai tanggal 28, ini mau main main atau mau apa ini?",JNE,Bengkulu,2021-01-20,estimasi pesan tanggal trus baru tanggal trus baru tanggal main main
1,Kenapa brg saya blum diantar2 krumah.statusna saya cek  kok hold for further intruction?pdHal dri tgl 26 posisi udah dbgklu,JNE,Bengkulu,2021-01-20,brg blum antar krumah statusna cek hold for further intruction pdhal dri tgl posisi dbgklu
4,Rencana mau hemat ongkir jdi gara ada parkir sama aja jdinya klo utk yg ngirim barang jualan..jdi nambah kalkulasi gara2 parkir!!,JNE,Bengkulu,2021-01-20,rencana hemat ongkir jdi gara parkir jdinya klo utk yg ngirim barang jual jdi nambah kalkulasi gara parkir
1,tempatnya bersih tapi mobil parkir agak susah.. dan amat sangat banyak sekali keluhan tentang pelayanan terutama JNE YES,JNE,Bengkulu,2021-01-20,tempat bersih mobil parkir susah keluh layan jne yes
1,"Susah mau ambil paket sendiri yg SDH sampai gudang, disuruh nunggu di rumah, tp nunggu bisa 2 hari",JNE,Bengkulu,2021-01-20,susah ambil paket yg sdh gudang suruh nunggu rumah tp nunggu
5,"Kalau mau kiriman aman dan cepat....percayakan saja sama JNE....
Udh saya buktikan yang terbaik....",JNE,Bengkulu,2021-01-20,kirim aman cepat percaya jne udh bukti baik
2,Kurir kurang pengalaman. Tidak tahu alamat. Kalau barang yg dikirim kecil mereka malas mengantar sampai kerumah.,JNE,Bengkulu,2021-01-20,kurir alam tidak alamat barang yg kirim malas antar rumah
5,JNE adalah Perusahaan Jasa pengiriman barang yang luar biasa berkembang dalam beberapa tahun ini. Pegawai yang melayani banyak dan cepat.,JNE,Bengkulu,2021-01-20,jne usaha jasa kirim barang kembang pegawai layan cepat
1,"Pihak kurir tidak ada menghubungi terlebih dahulu, respons terhadap pelanggan sedikit kurang",JNE,Bengkulu,2021-01-20,kurir tidak hubung respons langgan
3,Pengiriman lambat  pesan 2-3 hari  sampainya 1 minggu tapi lumayan meskipun lambat barang sampai dengan selamat,JNE,Bengkulu,2021-01-20,kirim lambat pesan sampai minggu lumayan lambat barang selamat
1,"Parkir motor masa iya sebentar 2ribu, niat jemput malah kena biaya lagi. Parah sih menurut saya!!!",JNE,Bengkulu,2021-01-20,parkir motor iya sebentar ribu niat jemput kena biaya parah sih
1,"Parah kiriman paket keripik saya bolong sama tikus,,gmn mau di makan,,ancur pelayanan nya,,menang mahal",JNE,Bengkulu,2021-01-20,parah kirim paket keripik bolong tikus gmn makan ancur layan nya menang mahal
3,"Tempat ini merupakan jalan protokol yg cukup sempit dan padat lalu lintas, jadi mesti berhati-hati terutama daat menyebrang menuju kantor jne",JNE,Bengkulu,2021-01-20,jalan protokol yg sempit padat lintas mesti hati hati daat menyebrang kantor jne
1,"Barang saya seharusnya sampai 2 hari lalu, tp sampai hari ini tgl 6 mei kok belum diantar ke alamat.!!!!",JNE,Bengkulu,2021-01-20,barang tp tgl mei belum antar alamat
1,"Lambatt.   Gk memuaskan....
Lama di kantor gk di kirim2..enakk pake jnt...memuaskan....",JNE,Bengkulu,2021-01-20,lambatt gk muas lama kantor gk kirim enakk pake jnt muas
3,"Pekerjaannya lumayan cepat, namun jumlah kurir ke daerah daerah sekitar kota, perlu di tambah, untuk mempercepat distribusi barang.",JNE,Bengkulu,2021-01-20,kerja lumayan cepat kurir daerah daerah kota cepat distribusi barang
5,"Pelayanan baik, kurir maupun karyawan ramah. JNE the BEST 👍👍 …",JNE,Bengkulu,2021-01-20,layan kurir karyawan ramah jne the best
4,"Pelayanan ramah, semoga gak pernah ada komplen",JNE,Bengkulu,2021-01-20,layan ramah moga tidak komplen
1,CS susah dihubungi ..dan pengiriman terlalu lama kendala untuk coustomer di wilayah kabupaten.,JNE,Bengkulu,2021-01-20,cs susah hubung kirim lama kendala coustomer wilayah kabupaten
3,pengiriman blm merata. klo ke bagian benteng/pelosok. masih menggunakan jadwal pengiriman. so pengiriman jadi terlambat.,JNE,Bengkulu,2021-01-20,kirim blm rata klo benteng pelosok jadwal kirim so kirim lambat
1,Pelayanan super duper lelet payah  paket ku gak nyampai2,JNE,Bengkulu,2021-01-20,layan super duper lelet payah paket ku tidak nyampai
3,"Cs nya kurang ramah, butek banget si mbaknya mah",JNE,Bengkulu,2021-01-20,cs nya ramah butek banget si mbak mah
1,"TANGGAL 7 DESEMBER 2020 PUKUL 19.06 WIB STATUS WITH DELIVERY COURIER (BENGKULU), TANGGAL 8 DESEMBER 2020 PUKUL 15.00 BARANG BELUM SAMPAI KE PENRIMA",JNE,Bengkulu,2021-01-20,tanggal desember wib status with delivery courier bengkulu tanggal desember barang belum nrima
3,"Kata mencoba mengirim , tapi buktinya tidak ada satupun telpon dari pihak jne.",JNE,Bengkulu,2021-01-20,coba kirim bukti tidak satu telpon jne
5,Kapan kita ada pesanan berupa paket sangat cepat sampai nya.,JNE,Bengkulu,2021-01-20,pesan paket cepat nya
5,"Kurir ramah-ramah, paket diantar ke rumah. Pelayanan cepat..",JNE,Bengkulu,2021-01-20,kurir ramah ramah paket antar rumah layan cepat
5,Disini lah jika anda ingin mengirim barang.. pasti sampe dengan cepat n aman..,JNE,Bengkulu,2021-01-20, kirim barang sampe cepat n aman
1,CACAT PELAYANAN CACAT PENGIRIMAN.. STATUS TRACKING GAK JELAS..KURIR2 YG ADA DI BENGKULU GAK ADA YG BERES.. YG BIRU YG MERAH SAMA AJA CACAT SEMUA LO.,JNE,Bengkulu,2021-01-20,cacat layan cacat kirim status tracking tidak kurir yg bengkulu tidak yg beres yg biru yg merah cacat lo
4,"Petugasnya ramah, melayani dengan hati. Hanya saja kursi tunggu yang kurang banyak",JNE,Bengkulu,2021-01-20,tugas ramah layan hati kursi tunggu
5,Bagus tapi kalau mau kirim barang yg lebih berat seperti PC lebih recomd di indah cargo,JNE,Bengkulu,2021-01-20,bagus kirim barang yg berat pc recomd indah cargo
2,"Kok paket saya dari bandung belum sampai ya, padahal pengiriman dari tanggal 3 februari sekarang tanggal 9 belum juga sampai.",JNE,Bengkulu,2021-01-20,paket bandung belum ya kirim tanggal februari tanggal belum
1,"Lambat dalam pengeriman,barang lama di gudang tak kunjung dikirim ke penerima",JNE,Bengkulu,2021-01-20,lambat rim barang lama gudang kunjung kirim terima
5,Gak ngecewain tapi kerja memang pakai proses ya klo ada kendala dikit maklum,JNE,Bengkulu,2021-01-20,tidak kecewa kerja proses kendala beritahu
1,barang saya sampe bengkulu tanggal 28 november sampai tanggal 2 desember belum sampe juga gima ini ya jne ini,JNE,Bengkulu,2021-01-20,barang sampe bengkulu tanggal november tanggal desember belum sampe gima ya jne
1,Paket sudah d bengkulu ga bisa d jemput. Perlu buru2 padahal.,JNE,Bengkulu,2021-01-20,paket d bengkulu tidak d jemput buru
1,gimana sih paketan saya sudah dua minggu ngg sampe sampe,JNE,Bengkulu,2021-01-20,gimana sih paket minggu ngg sampe sampe
5,Membuat kirim mengirim menjadi mudah karena tepat dipusat kota sangat membantu,JNE,Bengkulu,2021-01-20,kirim kirim mudah tepat pusat kota bantu
1,Bad very bad. 2 hari barang saya nangkring di jne Bengkulu. Ditrackingnya saya cek. Payah.,JNE,Bengkulu,2021-01-20,bad very bad barang nangkring jne bengkulu ditrackingnya cek payah
5,Saat ini Barang yg dikirim aman tepat waktu ketempat tujuan,JNE,Bengkulu,2021-01-20,barang yg kirim aman tepat waktu tempat tuju
5,Buat kamu kamu yang mau kirim barang dan nggak mau ribet boleh langsung aja ke JNE,JNE,Bengkulu,2021-01-20,kirim barang tidak ribet langsung jne
1,Paket sya kok dri tgl 24 digudang bengkulu blm diantrin jg,JNE,Bengkulu,2021-01-20,paket sya dri tgl gudang bengkulu blm diantrin jg
1,Tolong antar paket saya..sudah dari tanggal 6 masih di gudang Bengkulu,JNE,Bengkulu,2021-01-20,tolong paket tanggal gudang bengkulu
5,Tempat yg strategis utk Hauling jalan pribadi perusahaan,JNE,Bengkulu,2021-01-20,yg strategis utk hauling jalan pribadi usaha
1,Paket isi hp iphone 6s ke malang kok belum sampe juga,JNE,Bengkulu,2021-01-20,paket iphone s malang belum
5,"Yang mau kirim barang atau ambil barang belanja online bisa lwt sini..bagus, cepat, antar alamat juga bisa",JNE,Bengkulu,2021-01-20,kirim barang ambil barang belanja online lwt bagus cepat alamat
5,"Pelayanan cepat, sopan dan rapi... keren....👍👍 …",JNE,Bengkulu,2021-01-20,layan cepat sopan rapi keren
5,Oke. Kalau bisa hari minggu tetap bisa ambil paket,JNE,Bengkulu,2021-01-20,oke minggu ambil paket
5,Ramah pelayanan,JNE,Bengkulu,2021-01-20,ramah layan
5,Kirain lambat... Sudah sampai.. mantap juga,JNE,Bengkulu,2021-01-20,kirain lambat mantap
5,"Baru kali ini menggunakan jasa JNE, mudah2an bagus",JNE,Bengkulu,2021-01-20,kali jasa jne mudah an bagus
5,Jasa pengiriman terbaik,JNE,Bengkulu,2021-01-20,jasa kirim baik
5,"Pelayanan nya bagus, ramah, dan sangat detail",JNE,Bengkulu,2021-01-20,layan nya bagus ramah detail
1,Saya tidak mendapatkan pelayanan yang baik selama memesan di JNE Bengkulu,JNE,Bengkulu,2021-01-20,tidak layan mes jne bengkulu
5,Pengiriman cepat dan pelayanan ramah..,JNE,Bengkulu,2021-01-20,kirim cepat layan ramah
3,Semoga pelayanannya bisa lebih baik lg,JNE,Bengkulu,2021-01-20,moga layan lg
1,Pelayanan nya makin buruk..kecewa !,JNE,Bengkulu,2021-01-20,layan nya buruk kecewa
4,Jasa pengiriman barang yg lumayan murah,JNE,Bengkulu,2021-01-20,jasa kirim barang yg lumayan murah
1,Kurang memuaskan,JNE,Bengkulu,2021-01-20,muas
5,Pelayanan nya sangat memuaskan,JNE,Bengkulu,2021-01-20,layan nya muas
1,"Paket yes, tapi pelayanank kaya service oke.",JNE,Bengkulu,2021-01-20,paket yes pelayanank kaya service oke
5,Saya sering pergi ke jne untuk mengirimkan paket saya ke luar kota maupun didalam kota dengan pelayanan yg ramah oleh jne,JNE,Bengkulu,2021-01-20,pergi jne kirim paket kota dalam kota layan yg ramah jne
5,"Mantap penanganan cepat
Top markotop",JNE,Bengkulu,2021-01-20,mantap tangan cepat top markotop
4,Tempat pengiriman paket yang ada di kota Bengkulu,JNE,Bengkulu,2021-01-20,kirim paket kota bengkulu
1,Ada paketan topi gak kak,JNE,Bengkulu,2021-01-20,paket topi tidak kak
4,Pelayanan kurang memuaskan,JNE,Bengkulu,2021-01-20,layan muas
1,Pelayanan kurang ramah.,JNE,Bengkulu,2021-01-20,layan ramah
4,Udah lebih ok,JNE,Bengkulu,2021-01-20,ok
5,Pelayanannya bagus,JNE,Bengkulu,2021-01-20,layan bagus
5,Mantap bro dan pelayanan bagus,JNE,Bengkulu,2021-01-20,mantap bro layan bagus
5,Pelayanan Bagus,JNE,Bengkulu,2021-01-20,layan bagus
1,"Paket tidak terkirim, walaupun sudah sampai dan alamat lengkap sudah diberikan, alamat yang mudah dicari tidak salah kirim atau bahkan tidak terlihat di google map.. …",JNE,Bengkulu,2021-01-20,paket tidak kirim alamat lengkap alamat mudah cari tidak salah kirim tidak google map
4,"Pak atau Bu, paket atas nama joki prasetia sudah sampai di kntr jne bngkulu",JNE,Bengkulu,2021-01-20,bu paket nama joki prasetia kntr jne bngkulu
4,"Melayani pengiriman ekspres lintas Negara, terletak di jantung kota Bengkulu. Mudah dijangkau. Staf yang cepat dan membantu.",JNE,Bengkulu,2021-01-20,layan kirim ekspres lintas negara letak jantung kota bengkulu mudah jangkau staf cepat bantu
1,Kontak WhatsApp sulit direspon jika tidak ada kontak telepon.,JNE,Bengkulu,2021-01-20,kontak whatsapp sulit direspon tidak kontak telepon
1,"Jika Anda dapat memberi peringkat 0 bintang, berikan 0 bintang",JNE,Bengkulu,2021-01-20,peringkat bintang bintang
3,Cukup bagus. Ini kantor jne standar. Semua orang di tanah air pasti tahu bagaimana standar kantor JNE. Tertawa terbahak-bahak.,JNE,Bengkulu,2021-01-20,bagus kantor jne standar orang tanah air standar kantor jne tertawa bahak bahak
4,Pelayanan bagus. Pengiriman cepat. Namun terkadang harus masuk.,JNE,Bengkulu,2021-01-20,layan bagus kirim cepat terkadang masuk
5,Apakah Anda ingin mengirim semuanya?,JNE,Bengkulu,2021-01-20,kirim
1,Parahnya paketnya terhenti sehari kemarin dan statusnya tidak berubah,JNE,Bengkulu,2021-01-20,parah paket henti hari kemarin status tidak ubah
4,Teruslah berkarya karena pesaingnya banyak sekali,JNE,Bengkulu,2021-01-20,terus karya saing
5,Layanan logistik terbaik di kota..,JNE,Bengkulu,2021-01-20,layan logistik baik kota
4,Tempat yang bagus dengan pelayanan yang baik...,JNE,Bengkulu,2021-01-20,bagus layan
3,Mereka menangani paket saya dengan hati-hati,JNE,Bengkulu,2021-01-20,tangan paket hati hati
5,Sangat bagus,JNE,Bengkulu,2021-01-20,bagus
5,Artikel yang bagus,JNE,Bengkulu,2021-01-20,artikel bagus
5,Terima kasih banyak...!!!,JNE,Bengkulu,2021-01-20,terima kasih
5,Cepat terkirim,JNE,Bengkulu,2021-01-20,cepat kirim
5,Lele yang Sangat Lezat ini,JNE,Bengkulu,2021-01-20,lele lezat
