Rating,Reviews,Date,Company,Province,Source
1,"Saya kecewa sekali pelayanan JNE ini. Paket sudah sampai tapi susah sekali mau antar, padahal satu kota dan saya hanya di rawa makmur. BAD SERVICE 👎👎👎👎 …",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"udah 7 hari paket ga sampai padahal dari jkt ke bengkulu doang ga tau orang butuh tu barang buat jualan, pas di cek resi keterangan nya transit mulu aneh dah",,JNE,Bengkulu,JNE_Bengkulu.csv
1,KETERANGAN REG ESTIMAS 2 DAY SAMPAI SETELAH 5 DAY GA SAMPAI2 SETIAP UPDATE RESI SETIAP GATWEY TIDAK ADA PERGERAKAN SAMA SEKALI. TANAMAN YG DI KIRIM MATI KARNA LALAI WAKTU. …,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Jasa kurir paling terpercaya saat ini di Indonesia terutama di kota Bengkulu. Lokasi yang strategis dengan arus lalu lintas kendaraan tidak terlalu padat. Membuat semua orang lebih mudah menemukan tempat ini,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Pelayanan buruk pengiriman lama enak pakai jasa lain aja la kalok mau menggunakan jasa lagi,,JNE,Bengkulu,JNE_Bengkulu.csv
2,"kecewa kali ini sama jne, trutama yg mobil. paket tas saya ada 6, yg diantar baru 5 tapi status resi untuk tas yg blm sya terima barang sudah diantar/diterima. tolong dong antar hak  saya",,JNE,Bengkulu,JNE_Bengkulu.csv
4,Harus nya kirim barang k kabupaten yg di prov bengkulu..bsa estimsi sehari..karna ad juga pelanggan yg kiirim masakan,,JNE,Bengkulu,JNE_Bengkulu.csv
4,M'f sya minta tolong paket saya diantar ke alamat ya. Ini paket JNE yg ke 2 jd Jangan nyasar lg ya. Klw bisa bsok sudah sampai rmh. tu barang dagangan saya Udah di tanyain sama pembelinya. Saya yakin JNE bisa diandalkan. Mohon kerjasamanya ya mas/mbak'. Trimakasih..🙂 …,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"JNE belakangan ini sangat lalai sama pengiriman nya .
udah 5tahun langganan , akhir -akhir ini paket dibawa keliling hingga 1 minggu, mohon adanya Evaluasi Kurir jne yang punya tugas ngirim itu di perbaiki .
Tolong dong antar HAK saya",,JNE,Bengkulu,JNE_Bengkulu.csv
1,Percuma narok no HP di paket..ngomong org ybs tidak dikenal tp dk pernah hubungi penerima paket padahal no. HP ada kenapa ga di tlp.tidak jelas kurir nya,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Paket saya dari tanggal 21 sampai sekarang nyangkut dimana? Saya harus komplain kemana? Jne sini lah yang saya komplain, orang dari jne semarang, jakarta udah lewat. Ga mungkin saya komplain ke jne pusat.. Kurang tenaga kerja atau malas ngantar?",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Saya pesan barang dari tanggal 23 sampai kini gak nyampek2 nelpon Enggal , ngasi kabar enggak pas di tanya di kantor JNE nya , paket di kirim ke cabang benteng , gimana pertanggu jawaban nya ?",,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Belum pernah kesini sih, cuma merasakan kualitas layanan customer service nya, kalo pelayanan csnya aja sebaik itu, apalagi pelayanan yg lgsg di lapangan, maju trs buat JNE",,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Pusat pengiriman barang antar kota dan antar provinsi yang sangat care dengan barang paketan. Jangan ragu untuk mengirim barang melalui JNE. Karena sudah teruji akan kinerja, ketepatan, serta kecepatan dari kurir yang satu ini",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Tolonglah kalo ngantar barang, kalo nggak tau alamatnya di telpon dulu atau tanya dengan orang sekitar. Ekspedisi lain bisa sampai kenapa ekspedisi ini tidak. Udah seminggu lebih di tungguin.",,JNE,Bengkulu,JNE_Bengkulu.csv
3,"sekarng saya sering ksl kpd jne,pengiriman barang selalu lama trkdg shrsny smpai di bwh tnggal 20,nympainy udh tanggal 20keatas..skrng jne cara knerjanya udh kala sma j&t...j&t sekarang cpt trs pengirimanny",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Pelayanan kurir kurang memuaskan karena dia mengatakan alamat tidak lengkap.
saya menggunakan alamat ini di ekspedisi lain sampai dengan tepat waktu dan saat menggunakan JNE barang tidak sampai tepat waktu",,JNE,Bengkulu,JNE_Bengkulu.csv
4,"Masih menjadi pilihan terbaik untuk soal pengiriman paket, pelayanan di tingkatkan lagi dan dipertahankan",,JNE,Bengkulu,JNE_Bengkulu.csv
4,"Makin banyak yang menggunakan jasa pengiriman ini, pelayanannya termasuk baik, Cuma kalau bisa biaya pengiriman jangan mahal-mahal lah, he3x",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Pengiriman lama padahal Sudah Di JNE Bengkulu,udah dalam perjalanan kurir JNE  dri tanggal 4 Belum Sampai²!!!👎👎 …",,JNE,Bengkulu,JNE_Bengkulu.csv
5,JNE memang bagus pelayanannya. Rekomended bangt untuk pengiriminan cepat. Terima kasih juga buat bang kurirnya karena di hari libur masih sempat antar pengiriman sampe ke rumah,,JNE,Bengkulu,JNE_Bengkulu.csv
2,Maaf barang pesanan saya kok belum dikirim ke pondok suguh kab Mukomuko ya padahal kiriman sudah nyampe di bgkulu jam 12.26 tgl 28 maret 2019. Tolong dikirim secepatnya karena dibutuhkan dg segera,,JNE,Bengkulu,JNE_Bengkulu.csv
1,pelayanan pengantaran paket kurang bagus menitipkan paket sama tetangga sekitar tanpa konfirmasi terlebih dahulu sama pemilik paket nya.,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Mau tanya apa ada nomor contact WA cs jne bengkulu,,JNE,Bengkulu,JNE_Bengkulu.csv
4,"Tempatnya berada tepat di samping jalan besar sehingga langsung bisa terlihat oleh mata. Area parkirannya cukup kecil, petugasnya ramah dan ruangannya bersih.",,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Pelayanan kurirnya bagus, yg di kantor malah bikin kesal..cuek kayak bebek, mau rasanya saya bikin bebek geprek!",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Paket kurang satu, udah 5 hari gak sampai, katanya masih dalam perjalanan, padahal cuma dari palembang ke bengkulu",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Pengiriman expres 2 hari tujuan bengkulu kok jadinya reguler ya, tidak update tidak ada info dari kurir juga, tlg lebih profesional dan responsif",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Kenapa paket yg seharusnya dikirim ke penarik malah di input alamat tidak lengkap di jne bengkulu . Seharusnya kan di kirim dulu ke jne penarik . Bukan ditahan di bngkulu . Udh di hubungi pun gak diangkat"" .",,JNE,Bengkulu,JNE_Bengkulu.csv
1,Katanya 3 hari nyata nya barang ampe skrg status masih di tempat asal kalo ditanya cuma bisa bilang masih on proses,,JNE,Bengkulu,JNE_Bengkulu.csv
2,Pelayanan mba mba nya ga ramah,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Tolong dong..jangan lama2 .sudah 4 hari yang lalu. barang sudah di bengkulu..sampai kini belum diantar.. Kecewa saya sama JNE,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"2 kali ngirim melalui JNE barang tidak pernah di antar,,khusus area bengkulu,,slalu di suruh ngambil di kantor..pelayanan yg buruk JNE BENGKULU.",,JNE,Bengkulu,JNE_Bengkulu.csv
3,Status resi sudah nyampai kota tujuan dari tgl 13 ... Hingga tgl 16 pagi pun paket blm juga dikirim² ke alamat penerima ... Iki piyeee ?? 🙄 …,,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Pelayanan Ramah, petugas memberikan info terkait biaya pengiriman barang return ditanggung penjual",,JNE,Bengkulu,JNE_Bengkulu.csv
4,jne Bengkulu berada di skip. bila ingin mengurim barang bisa menayakan langsubg sesuao tujuan kita akan dilayani oleh spg yg ramah,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Tlong Konfirmasinya :order tgl 01/07/17 -04/07/17 sdh smpai tujuan sbnrnya ,smpe skrgg barang yg d pesan blm d terima sama saya? Apakah ke tahan d JNE BENGKULU SKIP? KLO EMG SYA JEMPUT KESANA ,,UDH D TUNGGU2 BELUM JGA SMPAII ,SAYA CEK NO …",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Jne gak bagus lagi, pesanan saya udah 2 hari gak di antar. padahal mobil nya lewat depan rumah, di tanya ke kantor katanya karna prioritas nya yg YES",,JNE,Bengkulu,JNE_Bengkulu.csv
1,Apaan pesenan gua mentang pack nya kecil nggak di anterin ke rumah alasannya alamat nya kurang lenggkap padahal kurir jne dua hari yang lalu baru aja nganterin pesanan gua kesel banget gua dasar pemalas,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Telponnya rusak, ga diangkat angkat walaupun nyambung",,JNE,Bengkulu,JNE_Bengkulu.csv
2,"Sebaiknya hindari pengiriman mendekati libur panjang.. apalagi lebaran, jasa pengiriman yg biasa bagus seperti ini pun bakalan semrawut..",,JNE,Bengkulu,JNE_Bengkulu.csv
5,Disini kita bisa mengirim barang dengan cepat dan gak ribet. Pelayanan ny jga sangat baik.,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"kenapa alamat saya ngak lengkap? dan kurirnya ngak ada nelpon atau sms

padahal pakai j&t dengan alamat yg sama . paket saya sampai",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Kurang memuaskan JNE skrang.
Lelet dan tidak sesuai.
Saya ambil paket yes 1hari. …",,JNE,Bengkulu,JNE_Bengkulu.csv
1,Gua disuruh ngambil sendiri paketnya. Apa jne dipusat kota bengkulu ini ga punya kurir antar ? Sama aja kayak di kampung dong. Sama aja nih kayak gua pesan di desa gua,,JNE,Bengkulu,JNE_Bengkulu.csv
1,LAYANAN ANDA JELEK. BAYAR MAHAL GA SETARA SAMA PELAYANAN. GA SESUAI STANDAR. LAMA BANGET. GA ADA KONFIRMASI APAPUN . SAYA SUDAH LEBIH DARI 3 KALI TELPON ANDA. KENAPA GA DARI PIHAK ANDA YG URUS. KAN ADA NOMOR SAYA DI KETERNAGAN. PERCUMA SAYA …,,JNE,Bengkulu,JNE_Bengkulu.csv
3,"Pak atau ibu,paket saya atas nama Muhammad.Syawal.Pratama.Putra sudah sampai belum di kantor JNE Bengkulu.mohon pemberitahuan nya",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"EKSPEDISI PALING LAMA,DI CEK JUGA DETAILNYA GX LENGKAP. GAK REKOMENDASI POKOKNYA!!!!",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Estimasi pesanan saya sampai tanggal 24 trus diperbarui akan sampai tanggal 26 trus diperbarui lagi akan sampai tanggal 28, ini mau main main atau mau apa ini?",,JNE,Bengkulu,JNE_Bengkulu.csv
1,Kenapa brg saya blum diantar2 krumah.statusna saya cek  kok hold for further intruction?pdHal dri tgl 26 posisi udah dbgklu,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Rencana mau hemat ongkir jdi gara ada parkir sama aja jdinya klo utk yg ngirim barang jualan..jdi nambah kalkulasi gara2 parkir!!,,JNE,Bengkulu,JNE_Bengkulu.csv
1,tempatnya bersih tapi mobil parkir agak susah.. dan amat sangat banyak sekali keluhan tentang pelayanan terutama JNE YES,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Susah mau ambil paket sendiri yg SDH sampai gudang, disuruh nunggu di rumah, tp nunggu bisa 2 hari",,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Kalau mau kiriman aman dan cepat....percayakan saja sama JNE....
Udh saya buktikan yang terbaik....",,JNE,Bengkulu,JNE_Bengkulu.csv
2,Kurir kurang pengalaman. Tidak tahu alamat. Kalau barang yg dikirim kecil mereka malas mengantar sampai kerumah.,,JNE,Bengkulu,JNE_Bengkulu.csv
5,JNE adalah Perusahaan Jasa pengiriman barang yang luar biasa berkembang dalam beberapa tahun ini. Pegawai yang melayani banyak dan cepat.,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Pihak kurir tidak ada menghubungi terlebih dahulu, respons terhadap pelanggan sedikit kurang",,JNE,Bengkulu,JNE_Bengkulu.csv
3,Pengiriman lambat  pesan 2-3 hari  sampainya 1 minggu tapi lumayan meskipun lambat barang sampai dengan selamat,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Parkir motor masa iya sebentar 2ribu, niat jemput malah kena biaya lagi. Parah sih menurut saya!!!",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Parah kiriman paket keripik saya bolong sama tikus,,gmn mau di makan,,ancur pelayanan nya,,menang mahal",,JNE,Bengkulu,JNE_Bengkulu.csv
3,"Tempat ini merupakan jalan protokol yg cukup sempit dan padat lalu lintas, jadi mesti berhati-hati terutama daat menyebrang menuju kantor jne",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Barang saya seharusnya sampai 2 hari lalu, tp sampai hari ini tgl 6 mei kok belum diantar ke alamat.!!!!",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Lambatt.   Gk memuaskan....
Lama di kantor gk di kirim2..enakk pake jnt...memuaskan....",,JNE,Bengkulu,JNE_Bengkulu.csv
3,"Pekerjaannya lumayan cepat, namun jumlah kurir ke daerah daerah sekitar kota, perlu di tambah, untuk mempercepat distribusi barang.",,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Pelayanan baik, kurir maupun karyawan ramah. JNE the BEST 👍👍 …",,JNE,Bengkulu,JNE_Bengkulu.csv
4,"Pelayanan ramah, semoga gak pernah ada komplen",,JNE,Bengkulu,JNE_Bengkulu.csv
1,CS susah dihubungi ..dan pengiriman terlalu lama kendala untuk coustomer di wilayah kabupaten.,,JNE,Bengkulu,JNE_Bengkulu.csv
3,pengiriman blm merata. klo ke bagian benteng/pelosok. masih menggunakan jadwal pengiriman. so pengiriman jadi terlambat.,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Pelayanan super duper lelet payah  paket ku gak nyampai2,,JNE,Bengkulu,JNE_Bengkulu.csv
3,"Cs nya kurang ramah, butek banget si mbaknya mah",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"TANGGAL 7 DESEMBER 2020 PUKUL 19.06 WIB STATUS WITH DELIVERY COURIER (BENGKULU), TANGGAL 8 DESEMBER 2020 PUKUL 15.00 BARANG BELUM SAMPAI KE PENRIMA",,JNE,Bengkulu,JNE_Bengkulu.csv
3,"Kata mencoba mengirim , tapi buktinya tidak ada satupun telpon dari pihak jne.",,JNE,Bengkulu,JNE_Bengkulu.csv
5,Kapan kita ada pesanan berupa paket sangat cepat sampai nya.,,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Kurir ramah-ramah, paket diantar ke rumah. Pelayanan cepat..",,JNE,Bengkulu,JNE_Bengkulu.csv
5,Disini lah jika anda ingin mengirim barang.. pasti sampe dengan cepat n aman..,,JNE,Bengkulu,JNE_Bengkulu.csv
1,CACAT PELAYANAN CACAT PENGIRIMAN.. STATUS TRACKING GAK JELAS..KURIR2 YG ADA DI BENGKULU GAK ADA YG BERES.. YG BIRU YG MERAH SAMA AJA CACAT SEMUA LO.,,JNE,Bengkulu,JNE_Bengkulu.csv
4,"Petugasnya ramah, melayani dengan hati. Hanya saja kursi tunggu yang kurang banyak",,JNE,Bengkulu,JNE_Bengkulu.csv
5,Bagus tapi kalau mau kirim barang yg lebih berat seperti PC lebih recomd di indah cargo,,JNE,Bengkulu,JNE_Bengkulu.csv
2,"Kok paket saya dari bandung belum sampai ya, padahal pengiriman dari tanggal 3 februari sekarang tanggal 9 belum juga sampai.",,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Lambat dalam pengeriman,barang lama di gudang tak kunjung dikirim ke penerima",,JNE,Bengkulu,JNE_Bengkulu.csv
5,Gak ngecewain tapi kerja memang pakai proses ya klo ada kendala dikit maklum,,JNE,Bengkulu,JNE_Bengkulu.csv
1,barang saya sampe bengkulu tanggal 28 november sampai tanggal 2 desember belum sampe juga gima ini ya jne ini,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Paket sudah d bengkulu ga bisa d jemput. Perlu buru2 padahal.,,JNE,Bengkulu,JNE_Bengkulu.csv
1,gimana sih paketan saya sudah dua minggu ngg sampe sampe,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Membuat kirim mengirim menjadi mudah karena tepat dipusat kota sangat membantu,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Bad very bad. 2 hari barang saya nangkring di jne Bengkulu. Ditrackingnya saya cek. Payah.,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Saat ini Barang yg dikirim aman tepat waktu ketempat tujuan,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Buat kamu kamu yang mau kirim barang dan nggak mau ribet boleh langsung aja ke JNE,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Paket sya kok dri tgl 24 digudang bengkulu blm diantrin jg,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Tolong antar paket saya..sudah dari tanggal 6 masih di gudang Bengkulu,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Tempat yg strategis utk Hauling jalan pribadi perusahaan,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Paket isi hp iphone 6s ke malang kok belum sampe juga,,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Yang mau kirim barang atau ambil barang belanja online bisa lwt sini..bagus, cepat, antar alamat juga bisa",,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Pelayanan cepat, sopan dan rapi... keren....👍👍 …",,JNE,Bengkulu,JNE_Bengkulu.csv
5,Oke. Kalau bisa hari minggu tetap bisa ambil paket,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Ramah pelayanan,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Kirain lambat... Sudah sampai.. mantap juga,,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Baru kali ini menggunakan jasa JNE, mudah2an bagus",,JNE,Bengkulu,JNE_Bengkulu.csv
5,Jasa pengiriman terbaik,,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Pelayanan nya bagus, ramah, dan sangat detail",,JNE,Bengkulu,JNE_Bengkulu.csv
1,Saya tidak mendapatkan pelayanan yang baik selama memesan di JNE Bengkulu,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Pengiriman cepat dan pelayanan ramah..,,JNE,Bengkulu,JNE_Bengkulu.csv
3,Semoga pelayanannya bisa lebih baik lg,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Pelayanan nya makin buruk..kecewa !,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Jasa pengiriman barang yg lumayan murah,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Kurang memuaskan,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Pelayanan nya sangat memuaskan,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Paket yes, tapi pelayanank kaya service oke.",,JNE,Bengkulu,JNE_Bengkulu.csv
5,Saya sering pergi ke jne untuk mengirimkan paket saya ke luar kota maupun didalam kota dengan pelayanan yg ramah oleh jne,,JNE,Bengkulu,JNE_Bengkulu.csv
5,"Mantap penanganan cepat
Top markotop",,JNE,Bengkulu,JNE_Bengkulu.csv
4,Tempat pengiriman paket yang ada di kota Bengkulu,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Ada paketan topi gak kak,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Pelayanan kurang memuaskan,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Pelayanan kurang ramah.,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Udah lebih ok,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Pelayanannya bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Mantap bro dan pelayanan bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Pelayanan Bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Paket tidak terkirim, walaupun sudah sampai dan alamat lengkap sudah diberikan, alamat yang mudah dicari tidak salah kirim atau bahkan tidak terlihat di google map.. …",,JNE,Bengkulu,JNE_Bengkulu.csv
4,"Pak atau Bu, paket atas nama joki prasetia sudah sampai di kntr jne bngkulu",,JNE,Bengkulu,JNE_Bengkulu.csv
4,"Melayani pengiriman ekspres lintas Negara, terletak di jantung kota Bengkulu. Mudah dijangkau. Staf yang cepat dan membantu.",,JNE,Bengkulu,JNE_Bengkulu.csv
1,Kontak WhatsApp sulit direspon jika tidak ada kontak telepon.,,JNE,Bengkulu,JNE_Bengkulu.csv
1,"Jika Anda dapat memberi peringkat 0 bintang, berikan 0 bintang",,JNE,Bengkulu,JNE_Bengkulu.csv
3,Cukup bagus. Ini kantor jne standar. Semua orang di tanah air pasti tahu bagaimana standar kantor JNE. Tertawa terbahak-bahak.,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Pelayanan bagus. Pengiriman cepat. Namun terkadang harus masuk.,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Apakah Anda ingin mengirim semuanya?,,JNE,Bengkulu,JNE_Bengkulu.csv
1,Parahnya paketnya terhenti sehari kemarin dan statusnya tidak berubah,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Teruslah berkarya karena pesaingnya banyak sekali,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Layanan logistik terbaik di kota..,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Tempat yang bagus dengan pelayanan yang baik...,,JNE,Bengkulu,JNE_Bengkulu.csv
3,Mereka menangani paket saya dengan hati-hati,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Sangat bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Artikel yang bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Terima kasih banyak...!!!,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Cepat terkirim,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Lele yang Sangat Lezat ini,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Saya suka mengirim paket dari perusahaan di sini,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Atas,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Bagus...sangat bagus..,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Gas,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Oke,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Kurir,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Pelayanan bagus 👍 …,,JNE,Bengkulu,JNE_Bengkulu.csv
3,Perusahaan ekspedisi yang bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
3,lokalllll,,JNE,Bengkulu,JNE_Bengkulu.csv
3,Bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Mashallah,,JNE,Bengkulu,JNE_Bengkulu.csv
5,terbaik,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Oke,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Pelayanan bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
4,Pelayanan prima,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Ekspres ke seluruh negara...,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Lebih baik,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Ya,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Direkomendasikan,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Aku p,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Mantaaaaapppppuuuu,,JNE,Bengkulu,JNE_Bengkulu.csv
5,Terbaik,,JNE,Bengkulu,JNE_Bengkulu.csv
4,layanan bagus,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
2,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
3,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
3,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
2,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
1,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
5,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
4,No review found,,JNE,Bengkulu,JNE_Bengkulu.csv
